Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.108.241.130-30.3.5.6-751-45152-6,30.3.5.6,45152,10.108.241.130,751,6,28/09/2021 03:22:47 AM,660,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3030.3030303030305,660.0,0.0,660.0,660.0,0,0,0,0,0,660.0,660.0,0.0,660.0,660.0,0,0,0,0,0,48,0.0,3030.3030303030305,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-445-2025-6,30.3.5.6,2025,10.108.241.130,445,6,28/09/2021 03:12:34 AM,7120,2,3,117.0,0.0,117.0,0.0,58.5,82.73149339882606,0.0,0.0,0.0,0.0,16432.584269662922,702.2471910112359,1780.0,1476.3443591068672,3419.0,277.0,277.0,277.0,0.0,277.0,277.0,7120.0,3560.0,199.4041122946064,3701.0,3419.0,0,0,0,0,40,84,280.8988764044944,421.3483146067416,0.0,117.0,19.5,47.76504998427197,2281.4999999999995,0,1,0,0,0,0,0,0,1.0,23.4,58.5,0.0,0,0,0,0,0,0,2,117,3,0,-1,0,1,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-3408-28942-6,30.3.5.6,28942,10.108.241.130,3408,6,28/09/2021 03:22:37 AM,462,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4329.004329004329,462.0,0.0,462.0,462.0,0,0,0,0,0,462.0,462.0,0.0,462.0,462.0,0,0,0,0,0,48,0.0,4329.004329004329,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-10666-33840-6,30.3.5.6,33840,10.108.241.130,10666,6,28/09/2021 03:22:38 AM,337,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5934.718100890208,337.0,0.0,337.0,337.0,0,0,0,0,0,337.0,337.0,0.0,337.0,337.0,0,0,0,0,0,48,0.0,5934.718100890208,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-1438-31900-6,30.3.5.6,31900,10.108.241.130,1438,6,28/09/2021 03:22:38 AM,509,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3929.2730844793714,509.0,0.0,509.0,509.0,0,0,0,0,0,509.0,509.0,0.0,509.0,509.0,0,0,0,0,0,48,0.0,3929.2730844793714,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-1800-64627-6,30.3.5.6,64627,10.108.241.130,1800,6,28/09/2021 03:22:40 AM,238,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8403.361344537814,238.0,0.0,238.0,238.0,0,0,0,0,0,238.0,238.0,0.0,238.0,238.0,0,0,0,0,0,48,0.0,8403.361344537814,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-3387-7059-6,30.3.5.6,7059,10.108.241.130,3387,6,28/09/2021 03:25:29 AM,32,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500.0,32.0,0.0,32.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,31250.0,31250.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,1024,0,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-38292-39976-6,30.3.5.6,39976,10.108.241.130,38292,6,28/09/2021 03:22:40 AM,622,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3215.434083601286,622.0,0.0,622.0,622.0,0,0,0,0,0,622.0,622.0,0.0,622.0,622.0,0,0,0,0,0,48,0.0,3215.434083601286,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-2592-15944-6,30.3.5.6,15944,10.108.241.130,2592,6,28/09/2021 03:22:40 AM,278,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7194.244604316547,278.0,0.0,278.0,278.0,0,0,0,0,0,278.0,278.0,0.0,278.0,278.0,0,0,0,0,0,48,0.0,7194.244604316547,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
10.108.241.130-30.3.5.6-2598-49477-6,30.3.5.6,49477,10.108.241.130,2598,6,28/09/2021 03:22:39 AM,501,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3992.015968063872,501.0,0.0,501.0,501.0,0,0,0,0,0,501.0,501.0,0.0,501.0,501.0,0,0,0,0,0,48,0.0,3992.015968063872,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
